Region,Mes,PDSI,aet,def,pet,ppt,q,soil,srad,swe,tmax,tmin,vap,vpd,ws
Sierra Nevada,2019-01,-1.5064327485380105,59.20526315789474,74.04093567251462,133.24619883040938,2.6853801169590645,0.13508771929824562,228.69239766081873,240.00701754385966,0.0,26.060233918128656,15.819298245614037,1.9197426900584795,0.8200584795321637,4.007017543859649
Sierra Nevada,2019-02,-1.8742690058479516,50.15380116959065,83.87076023391813,134.02456140350878,6.892982456140351,0.3456140350877193,185.09181286549708,260.906432748538,0.0,26.848538011695908,16.237426900584797,1.9592631578947368,0.891169590643275,4.344444444444444
Sierra Nevada,2019-03,-2.0356725146198813,48.144444444444446,96.12982456140351,144.27426900584797,14.816959064327486,0.7362573099415205,151.02631578947367,246.9625730994152,0.0,26.977777777777778,16.710526315789476,2.0694444444444446,0.8260233918128655,4.222222222222222
Sierra Nevada,2019-04,-2.2871345029239754,68.84736842105264,73.34093567251463,142.18830409356727,59.2654970760234,2.96140350877193,138.47076023391813,248.77543859649126,0.005847953216374269,27.522222222222222,17.649707602339184,2.197157894736842,0.8254970760233918,4.183625730994152
Sierra Nevada,2019-05,-2.341520467836256,97.54444444444445,27.305847953216375,124.85029239766082,136.50877192982455,7.5052631578947375,169.93157894736845,214.2187134502924,0.004678362573099415,27.363157894736844,17.781286549707605,2.3258947368421055,0.677719298245614,3.3216374269005846
Sierra Nevada,2019-06,-3.222222222222221,71.22865497076023,60.834502923976615,132.06315789473686,64.4076023391813,3.9456140350877194,159.16432748538014,231.71578947368423,0.0005847953216374269,27.670175438596495,18.590058479532168,2.332450292397661,0.7560818713450292,3.972514619883041
Sierra Nevada,2019-07,-3.666666666666665,63.863157894736844,79.02163742690058,142.88479532163745,50.89181286549707,2.556140350877193,143.63391812865498,241.47251461988307,0.0005847953216374269,27.705847953216374,17.699415204678363,2.200058479532164,0.8278947368421052,3.773099415204679
Sierra Nevada,2019-08,-3.945614035087718,89.95204678362573,52.52046783625731,142.47251461988307,97.13567251461988,6.090643274853801,144.73040935672515,253.15321637426902,0.0011695906432748538,27.704678362573098,17.899415204678366,2.2937251461988306,0.7546783625730995,3.501169590643275
Sierra Nevada,2019-09,-4.0216374269005835,108.76315789473684,18.595321637426903,127.35847953216374,150.03450292397662,12.526900584795321,173.4777777777778,243.72339181286551,0.0023391812865497076,27.04385964912281,17.929239766081874,2.343736842105263,0.6310526315789473,2.9649122807017543
Sierra Nevada,2019-10,-4.35204678362573,108.4918128654971,4.777777777777778,113.26959064327487,183.6730994152047,29.67602339181287,218.959649122807,216.11754385964912,0.027485380116959064,25.92105263157895,17.368421052631582,2.3319941520467835,0.4916374269005848,3.126900584795322
Sierra Nevada,2019-11,-4.954970760233916,54.495321637426905,57.691812865497084,112.18713450292398,44.36608187134503,2.708187134502924,206.1315789473684,222.506432748538,0.015789473684210527,26.269590643274856,17.392982456140356,2.294666666666667,0.5701754385964912,3.3947368421052633
Sierra Nevada,2019-12,-5.040935672514618,43.133918128654976,70.83508771929826,113.96900584795323,20.737426900584797,1.0380116959064327,182.7105263157895,213.20643274853802,0.0,26.91169590643275,16.367251461988307,2.20206432748538,0.6711111111111111,3.1690058479532164
Sierra Nevada,2020-01,-5.266959064327485,34.39766081871345,91.2216374269006,125.61929824561405,7.838011695906434,0.39122807017543865,155.76140350877193,228.01345029239766,0.0,26.135672514619888,16.198830409356727,2.0021461988304097,0.7746783625730994,3.723976608187135
Sierra Nevada,2020-02,-5.55345029239766,30.003508771929827,101.83859649122807,131.8421052631579,6.340350877192983,0.31520467836257315,131.77602339181286,258.9847953216374,0.0,26.816959064327484,16.294736842105266,1.998573099415205,0.855672514619883,4.2438596491228076
Sierra Nevada,2020-03,-5.860643274853801,28.049122807017547,129.5309941520468,157.58011695906433,3.364912280701754,0.17017543859649123,106.92573099415205,277.3157894736842,0.0,26.87719298245614,16.817543859649124,2.0304678362573103,0.8639766081871345,4.526315789473684
Sierra Nevada,2020-04,-5.8247368421052625,61.425730994152055,85.94444444444444,147.3701754385965,57.445029239766086,2.874853801169591,100.0701754385965,264.21754385964914,0.0,27.3327485380117,17.573684210526316,2.170836257309942,0.8245614035087719,4.247368421052632
Sierra Nevada,2020-05,-5.456666666666665,103.6327485380117,30.646783625730997,134.27953216374272,171.6994152046784,10.438011695906432,157.69707602339182,228.09883040935674,0.001754385964912281,27.65263157894737,18.138011695906435,2.294970760233918,0.7650292397660818,3.471929824561404
Sierra Nevada,2020-06,-4.98093567251462,111.90877192982457,15.785964912280702,127.69473684210529,168.45672514619883,26.358479532163745,187.88187134502925,223.93567251461988,0.001754385964912281,27.282456140350877,18.24152046783626,2.275315789473684,0.7429824561403509,3.6040935672514625
